WeatherPy_Database.csv,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
0,Mataura,NZ,-46.1927,168.8643,58.48,71,47,4.76,scattered clouds
1,Qaanaaq,GL,77.484,-69.3632,-5.93,94,100,3.51,overcast clouds
2,Ha Tinh,VN,18.3333,105.9,85.98,65,43,8.59,scattered clouds
3,Castro,BR,-24.7911,-50.0119,60.12,97,28,1.68,scattered clouds
4,Ozernovskiy,RU,51.5,156.5167,30.18,66,100,23.42,overcast clouds
5,Carnarvon,AU,-24.8667,113.6333,80.67,65,0,17.27,clear sky
6,Thompson,CA,55.7435,-97.8558,10.56,61,100,17.27,overcast clouds
7,Dingle,PH,10.9995,122.6711,86.92,64,88,4.34,overcast clouds
8,Upernavik,GL,72.7868,-56.1549,-14.57,100,93,5.3,overcast clouds
9,Tuy Hoa,VN,13.0833,109.3,87.93,64,99,5.28,overcast clouds
10,Saldanha,ZA,-33.0117,17.9442,60.85,88,100,20.67,overcast clouds
11,Dikson,RU,73.5069,80.5464,23.99,91,99,7.61,overcast clouds
12,Hobart,AU,-42.8794,147.3294,68.02,57,75,5.75,light rain
13,Beringovskiy,RU,63.05,179.3167,31.82,99,100,11.03,snow
14,Port Alfred,ZA,-33.5906,26.891,62.19,95,80,1.01,broken clouds
15,San Quintin,MX,30.4833,-115.95,57.76,72,6,13.89,clear sky
16,Mar Del Plata,AR,-38.0023,-57.5575,57.87,69,0,5.99,clear sky
17,Punta Arenas,CL,-53.15,-70.9167,51.91,62,20,34.52,few clouds
18,Chokurdakh,RU,70.6333,147.9167,5.4,87,6,5.93,clear sky
19,New Norfolk,AU,-42.7826,147.0587,67.66,35,100,4.32,light rain
20,Oranjemund,NA,-28.55,16.4333,56.98,92,95,6.31,overcast clouds
21,Lakes Entrance,AU,-37.8811,147.981,65.91,59,71,4.92,broken clouds
22,Vaini,TO,-21.2,-175.2,80.76,94,20,9.22,few clouds
23,Khatanga,RU,71.9667,102.5,9.0,90,100,10.25,overcast clouds
24,Vredendal,ZA,-31.6683,18.5012,62.8,82,100,5.17,overcast clouds
25,Bredasdorp,ZA,-34.5322,20.0403,62.4,82,100,3.78,overcast clouds
26,Airai,TL,-8.9266,125.4092,69.96,79,100,0.83,overcast clouds
27,Arteaga,MX,18.4667,-102.4167,65.53,73,100,2.93,overcast clouds
28,Khlevnoye,RU,52.1951,39.0932,44.62,86,100,17.16,overcast clouds
29,Kodiak,US,57.79,-152.4072,38.71,60,0,10.36,clear sky
30,Kayes,ML,14.0,-11.0,85.39,13,80,4.7,broken clouds
31,Kaitangata,NZ,-46.2817,169.8464,60.19,66,41,5.08,scattered clouds
32,Yerbogachen,RU,61.2767,108.0108,34.14,97,100,15.05,light snow
33,Georgetown,MY,5.4112,100.3354,91.35,66,40,9.22,scattered clouds
34,Ust-Tsilma,RU,65.441,52.1498,32.81,98,100,10.85,snow
35,Klaksvik,FO,62.2266,-6.589,41.92,86,62,19.08,broken clouds
36,Bluff,NZ,-46.6,168.3333,58.8,76,78,23.29,broken clouds
37,Navrongo,GH,10.8956,-1.0921,83.55,55,71,10.36,broken clouds
38,Apache Junction,US,33.4151,-111.5496,64.06,16,0,5.75,clear sky
39,Aksarka,RU,66.5606,67.7975,33.98,100,100,5.59,overcast clouds
40,Hasaki,JP,35.7333,140.8333,50.4,86,100,27.04,overcast clouds
41,Rikitea,PF,-23.1203,-134.9692,78.35,70,8,18.1,clear sky
42,Vila Velha,BR,-20.3297,-40.2925,78.75,93,0,3.44,clear sky
43,Hermanus,ZA,-34.4187,19.2345,61.72,88,100,10.04,light rain
44,Severo-Kurilsk,RU,50.6789,156.125,30.49,72,91,27.04,overcast clouds
45,Turmalina,BR,-17.2856,-42.73,67.15,94,64,1.9,broken clouds
46,Iracoubo,GF,5.4802,-53.2011,76.39,88,98,13.15,overcast clouds
47,Cape Town,ZA,-33.9258,18.4232,63.88,82,0,17.27,clear sky
48,Dunda,TZ,-8.1167,34.25,65.57,92,92,1.03,overcast clouds
49,Deputatskiy,RU,69.3,139.9,6.6,90,100,4.29,overcast clouds
50,Flin Flon,CA,54.7682,-101.865,18.82,86,100,14.18,overcast clouds
51,Puerto Ayora,EC,-0.7393,-90.3518,76.17,92,71,6.35,broken clouds
52,Victoria,HK,22.2855,114.1577,85.96,66,0,8.99,clear sky
53,Alihe,CN,50.5667,123.7167,45.81,22,37,6.85,scattered clouds
54,Margate,GB,51.3813,1.3862,50.7,87,2,3.0,clear sky
55,Santa Cruz Do Rio Pardo,BR,-22.8989,-49.6325,64.89,96,63,1.3,broken clouds
56,Provideniya,RU,64.3833,-173.3,32.36,100,100,11.18,mist
57,Ahuimanu,US,21.4447,-157.8378,78.51,75,20,13.8,few clouds
58,Arua,UG,3.0201,30.9111,69.91,75,59,3.09,broken clouds
59,Sangar,RU,63.9242,127.4739,28.96,93,100,15.59,light snow
60,Esperance,AU,-33.8667,121.9,64.24,75,99,13.65,overcast clouds
61,East London,ZA,-33.0153,27.9116,66.51,84,100,9.35,overcast clouds
62,Hilo,US,19.7297,-155.09,73.27,88,75,5.75,light rain
63,Ostrovnoy,RU,68.0531,39.5131,19.76,88,92,6.89,overcast clouds
64,Vila Franca Do Campo,PT,37.7167,-25.4333,54.01,80,14,5.77,few clouds
65,Vardo,NO,70.3705,31.1107,30.38,80,80,4.94,broken clouds
66,Nicoya,CR,10.1483,-85.452,79.36,72,75,6.22,broken clouds
67,Longyearbyen,SJ,78.2186,15.6401,17.44,73,75,6.91,broken clouds
68,Lazaro Cardenas,MX,17.9583,-102.2,75.06,88,100,1.83,overcast clouds
69,Tautira,PF,-17.7333,-149.15,82.2,73,35,20.13,scattered clouds
70,Yar-Sale,RU,66.8333,70.8333,33.66,99,100,10.42,overcast clouds
71,Salalah,OM,17.0151,54.0924,84.29,70,20,4.61,few clouds
72,Nizhniy Baskunchak,RU,48.2198,46.8311,46.51,58,100,17.87,overcast clouds
73,Sorong,ID,-0.8833,131.25,84.09,71,100,5.39,overcast clouds
74,Great Falls,US,47.5002,-111.3008,16.25,85,100,8.05,overcast clouds
75,Busselton,AU,-33.65,115.3333,72.66,37,0,2.08,clear sky
76,Telma,RU,52.6983,103.7097,43.21,34,72,5.17,broken clouds
77,Half Moon Bay,US,37.4636,-122.4286,54.79,71,100,3.44,overcast clouds
78,Albany,US,42.6001,-73.9662,61.92,76,95,3.13,overcast clouds
79,Butaritari,KI,3.0707,172.7902,81.48,77,60,14.0,light rain
80,Atuona,PF,-9.8,-139.0333,79.52,78,39,17.09,light rain
81,Griffith,US,41.5284,-87.4237,45.25,83,100,21.85,overcast clouds
82,Kapaa,US,22.0752,-159.319,78.78,86,100,13.8,overcast clouds
83,Panguna,PG,-6.3164,155.4848,75.4,85,86,1.79,moderate rain
84,Ushtobe,KZ,45.2514,77.9838,69.08,25,86,7.31,overcast clouds
85,Sosnovo-Ozerskoye,RU,52.5249,111.5418,37.85,34,79,18.32,broken clouds
86,Ushuaia,AR,-54.8,-68.3,46.06,76,20,32.21,few clouds
87,Luderitz,NA,-26.6481,15.1594,59.05,82,14,9.1,few clouds
88,Saint George,US,37.1041,-113.5841,52.95,15,0,6.91,clear sky
89,Pevek,RU,69.7008,170.3133,8.73,86,96,3.29,overcast clouds
90,Talnakh,RU,69.4865,88.3972,29.21,93,100,11.48,light snow
91,Rundu,NA,-17.9333,19.7667,65.79,78,100,4.52,overcast clouds
92,Chengde,CN,40.9725,117.9361,58.82,23,57,12.82,broken clouds
93,Saint-Philippe,RE,-21.3585,55.7679,82.22,88,45,15.37,light rain
94,Komsomolskiy,UZ,40.4272,71.7189,75.92,33,5,9.22,clear sky
95,Ahipara,NZ,-35.1667,173.1667,63.84,62,88,12.19,overcast clouds
96,Fare,PF,-16.7,-151.0167,81.64,74,26,17.47,light rain
97,Jamestown,US,42.097,-79.2353,64.04,42,75,9.22,broken clouds
98,Tuktoyaktuk,CA,69.4541,-133.0374,-5.8,77,0,8.05,clear sky
99,Muswellbrook,AU,-32.2667,150.9,68.32,66,38,9.8,scattered clouds
100,Bayangol,RU,50.6977,103.4656,36.19,35,95,5.7,overcast clouds
101,Saintes,FR,45.6667,-0.75,53.35,89,100,5.39,overcast clouds
102,Saint Cloud,US,45.5608,-94.1625,30.74,61,0,12.66,clear sky
103,Nikolskoye,RU,59.7035,30.7861,40.87,78,94,3.2,overcast clouds
104,Polunochnoye,RU,60.8697,60.4153,37.65,99,100,2.66,overcast clouds
105,Camana,PE,-16.6228,-72.7111,66.54,84,53,7.56,broken clouds
106,Kununurra,AU,-15.7667,128.7333,93.18,55,40,6.91,scattered clouds
107,Spring Valley,US,36.108,-115.245,60.12,13,0,8.05,clear sky
108,Sola,VU,-13.8833,167.55,83.64,66,17,10.74,few clouds
109,Ribeira Grande,PT,38.5167,-28.7,59.09,65,1,14.14,clear sky
110,Mwinilunga,ZM,-11.7358,24.4293,62.29,92,99,2.75,overcast clouds
111,Narsaq,GL,60.9167,-46.05,46.62,62,96,4.12,overcast clouds
112,Takoradi,GH,4.8845,-1.7554,78.98,85,93,8.61,overcast clouds
113,Bonavista,CA,48.6499,-53.1147,30.74,87,100,27.49,overcast clouds
114,Vila,PT,42.0304,-8.1588,41.88,93,100,3.24,overcast clouds
115,Seymchan,RU,62.8833,152.4333,18.3,75,100,10.25,overcast clouds
116,Tasiilaq,GL,65.6145,-37.6368,30.36,91,100,4.43,overcast clouds
117,Tomatlan,MX,19.9333,-105.25,69.94,81,95,2.26,overcast clouds
118,Pisco,PE,-13.7,-76.2167,64.02,82,0,0.0,clear sky
119,Arraial Do Cabo,BR,-22.9661,-42.0278,77.27,89,92,12.37,overcast clouds
120,Nabire,ID,-3.3667,135.4833,85.28,72,49,3.91,scattered clouds
121,Vao,NC,-22.6667,167.4833,76.98,69,14,8.55,few clouds
122,Pacific Grove,US,36.6177,-121.9166,53.28,78,0,3.44,clear sky
123,High Prairie,CA,55.4334,-116.4858,17.87,56,99,3.31,overcast clouds
124,Torbay,CA,47.6666,-52.7314,33.58,90,100,24.16,overcast clouds
125,Kruisfontein,ZA,-34.0033,24.7314,61.09,89,80,8.66,broken clouds
126,Onguday,RU,50.75,86.15,48.25,36,3,4.23,clear sky
127,Tambura,SS,5.6,27.4667,74.7,71,96,3.51,overcast clouds
128,Cheyenne,US,41.14,-104.8203,22.77,68,0,8.05,clear sky
129,Matara,LK,5.9485,80.5353,86.88,64,73,6.64,broken clouds
130,Petauke,ZM,-14.2426,31.3253,65.52,95,75,3.0,broken clouds
131,Bilibino,RU,68.0546,166.4372,25.3,78,100,6.04,overcast clouds
132,Iralaya,HN,15.0,-83.2333,78.67,80,10,10.83,clear sky
133,Assai,BR,-23.3733,-50.8414,69.66,96,82,2.1,broken clouds
134,Rabo De Peixe,PT,37.8,-25.5833,53.11,82,20,3.44,few clouds
135,Dhidhdhoo,MV,6.8833,73.1,83.71,70,100,6.67,overcast clouds
136,Homer,US,59.6425,-151.5483,40.89,63,0,5.75,clear sky
137,Port Blair,IN,11.6667,92.75,89.64,58,20,8.05,few clouds
138,Mareeba,AU,-17.0,145.4333,80.65,80,82,8.9,broken clouds
139,Bambous Virieux,MU,-20.3428,57.7575,82.22,78,75,13.8,light rain
140,Saqqez,IR,36.2499,46.2735,50.68,39,12,4.43,few clouds
141,Cairns,AU,-16.9167,145.7667,84.07,90,100,12.66,light rain
142,Pizarro,CO,4.9533,-77.366,77.41,92,100,5.41,light rain
143,Ponta Do Sol,PT,32.6667,-17.1,64.0,82,33,2.42,scattered clouds
144,Makakilo City,US,21.3469,-158.0858,77.32,64,0,14.97,clear sky
145,Chuy,UY,-33.6971,-53.4616,51.04,80,2,7.31,clear sky
146,Mandalgovi,MN,45.7625,106.2708,36.25,27,100,19.46,overcast clouds
147,Arkhara,RU,49.4212,130.0842,38.34,46,14,11.48,few clouds
148,Maceio,BR,-9.6658,-35.7353,74.64,88,0,4.61,clear sky
149,Sao Filipe,CV,14.8961,-24.4956,69.98,77,51,11.18,broken clouds
150,Elizabethton,US,36.3487,-82.2107,67.91,92,41,5.17,scattered clouds
151,Cherskiy,RU,68.75,161.3,13.59,88,100,7.87,overcast clouds
152,Meulaboh,ID,4.1363,96.1285,86.05,63,61,3.18,broken clouds
153,Hwange,ZW,-18.3693,26.5019,69.21,78,97,0.63,overcast clouds
154,Borba,BR,-4.3878,-59.5939,74.32,98,100,1.16,overcast clouds
155,Rocha,UY,-34.4833,-54.3333,48.61,72,0,4.27,clear sky
156,Sisimiut,GL,66.9395,-53.6735,11.73,84,34,16.69,scattered clouds
157,Alekseyevsk,RU,57.8406,108.3492,34.32,91,100,15.88,light snow
158,Phan Thiet,VN,10.9333,108.1,88.77,61,95,6.8,overcast clouds
159,College,US,64.8569,-147.8028,37.38,50,75,0.0,broken clouds
160,Pangody,RU,65.85,74.4859,33.49,98,100,9.48,overcast clouds
161,Datong,CN,40.0936,113.2914,50.09,19,76,10.45,broken clouds
162,Chokwe,MZ,-24.5333,32.9833,76.42,74,41,2.68,scattered clouds
163,Minas De Barroteran,MX,27.6333,-101.2833,73.72,15,13,9.46,few clouds
164,Lagoa,PT,39.05,-27.9833,58.28,64,0,15.52,clear sky
165,Penzance,GB,50.1186,-5.5371,50.68,89,92,5.5,overcast clouds
166,Saint-Ambroise,CA,48.5501,-71.3324,32.9,97,68,3.76,broken clouds
167,Saskylakh,RU,71.9167,114.0833,3.36,92,98,11.21,overcast clouds
168,Sarai Sidhu,PK,30.5949,71.9698,97.83,12,0,5.23,clear sky
169,Parati,BR,-23.2178,-44.7131,74.52,96,100,3.36,light rain
170,Srednekolymsk,RU,67.45,153.6833,11.71,86,100,11.54,overcast clouds
171,Emerald,AU,-23.5333,148.1667,87.94,37,40,6.91,scattered clouds
172,Belen,TR,36.4891,36.2233,42.94,57,0,1.14,clear sky
173,Falun,SE,60.6036,15.626,36.95,96,100,1.66,overcast clouds
174,Naze,JP,28.3667,129.4833,72.52,82,88,5.66,overcast clouds
175,Aden,YE,12.7794,45.0367,82.74,72,0,10.16,clear sky
176,Souillac,MU,-20.5167,57.5167,80.98,78,75,13.8,light rain
177,Te Anau,NZ,-45.4167,167.7167,60.51,65,20,0.92,few clouds
178,Warri,NG,5.5167,5.75,75.43,92,100,4.41,overcast clouds
179,Victor Harbor,AU,-35.5667,138.6167,73.69,47,100,4.81,light rain
180,Avera,US,33.194,-82.5271,68.05,85,60,8.55,broken clouds
181,Nouadhibou,MR,20.931,-17.0347,62.58,82,0,21.85,clear sky
182,Micheweni,TZ,-4.9667,39.8333,80.62,80,87,6.4,light rain
183,Gamba,GA,-2.65,10.0,75.83,92,100,3.02,overcast clouds
184,Nishihara,JP,26.1842,127.7558,78.46,76,75,9.22,broken clouds
185,Inongo,CD,-1.95,18.2667,72.59,95,100,2.64,overcast clouds
186,Ambulu,ID,-8.345,113.6058,87.66,62,7,6.82,clear sky
187,Baripada,IN,21.935,86.7214,109.24,15,12,3.62,few clouds
188,Bethel,US,41.3712,-73.414,62.33,86,0,0.0,clear sky
189,Hualmay,PE,-11.0964,-77.6139,65.97,86,95,7.81,overcast clouds
190,San Patricio,US,28.017,-97.5169,75.88,92,1,10.71,clear sky
191,Taonan,CN,45.3333,122.7833,55.72,18,90,13.29,overcast clouds
192,Gaoual,GN,11.75,-13.2,75.31,64,70,1.79,broken clouds
193,Dali,CN,25.7,100.1833,71.22,47,24,8.48,few clouds
194,Patea,NZ,-39.7583,174.4833,57.78,65,0,5.41,clear sky
195,Buchanan,LR,5.8808,-10.0467,78.51,87,100,5.19,overcast clouds
196,Port Hueneme,US,34.1478,-119.1951,55.96,77,0,12.66,clear sky
197,Hamilton,US,39.1834,-84.5333,60.98,95,100,14.97,overcast clouds
198,Port Hardy,CA,50.6996,-127.4199,41.0,81,75,10.36,broken clouds
199,George Town,MY,5.4112,100.3354,91.35,66,40,9.22,scattered clouds
200,Barrow,US,71.2906,-156.7887,-0.38,71,0,9.22,clear sky
201,Savannah Bight,HN,16.45,-85.85,81.12,83,33,28.12,scattered clouds
202,Le Havre,FR,49.4938,0.1077,47.32,100,0,2.3,clear sky
203,Abeche,TD,13.8292,20.8324,82.18,11,23,15.9,few clouds
204,Alofi,NU,-19.0595,-169.9187,80.49,89,14,1.14,few clouds
205,La Plata,AR,-34.9215,-57.9545,55.81,66,0,7.43,clear sky
206,Boromlya,UA,50.6184,34.9704,43.54,86,100,15.57,overcast clouds
207,Aykhal,RU,66.0,111.5,26.17,88,95,22.64,overcast clouds
208,Disna,BY,55.568,28.1971,40.86,69,84,3.38,broken clouds
209,Namibe,AO,-15.1961,12.1522,76.71,81,0,1.57,clear sky
210,Uige,AO,-7.6087,15.0613,64.6,96,97,2.08,overcast clouds
211,Wanning,CN,18.8003,110.3967,84.74,65,12,7.83,few clouds
212,Cidreira,BR,-30.1811,-50.2056,66.83,75,100,8.66,overcast clouds
213,Aquiraz,BR,-3.9014,-38.3911,81.18,86,29,3.67,scattered clouds
214,Vitim,RU,59.4511,112.5578,34.39,98,100,13.4,snow
215,Velizh,RU,55.6056,31.1967,38.62,75,51,2.57,broken clouds
216,Dalbandin,PK,28.8947,64.4101,87.03,6,0,5.99,clear sky
217,Antofagasta,CL,-23.65,-70.4,58.28,80,31,4.41,scattered clouds
218,Abu Kamal,SY,34.4506,40.9171,58.12,20,49,7.78,scattered clouds
219,Coihueco,CL,-36.6167,-71.8333,43.54,87,0,2.3,clear sky
220,Kuusamo,FI,65.9667,29.1833,26.64,80,75,1.14,broken clouds
221,Hambantota,LK,6.1241,81.1185,88.14,74,40,9.22,scattered clouds
222,High Level,CA,58.5169,-117.136,14.11,48,0,2.3,clear sky
223,Begun,IN,24.9833,75.0,98.83,13,0,10.0,clear sky
224,Namatanai,PG,-3.6667,152.4333,85.5,63,95,7.74,overcast clouds
225,Vakhrushev,RU,48.9833,142.9667,34.32,71,76,9.62,broken clouds
226,Bilma,NE,18.6853,12.9164,81.07,9,62,8.95,broken clouds
227,Dapaong,TG,10.8639,0.205,81.88,50,61,11.3,broken clouds
228,Betioky,MG,-23.7167,44.3833,78.67,57,24,11.48,few clouds
229,Arlit,NE,18.7369,7.3853,80.37,11,53,4.74,broken clouds
230,Charters Towers,AU,-20.1,146.2667,90.01,27,8,12.03,clear sky
231,Heishan,CN,41.6892,122.1128,66.0,15,16,3.11,few clouds
232,Udachnyy,RU,66.4167,112.4,32.45,63,98,24.81,overcast clouds
233,Igrim,RU,63.1906,64.4162,37.58,92,100,6.04,overcast clouds
234,Sambava,MG,-14.2667,50.1667,79.09,73,15,10.25,few clouds
235,La Rioja,ES,42.25,-2.5,44.38,97,100,3.44,overcast clouds
236,Tura,IN,25.5198,90.2201,82.72,70,87,11.99,overcast clouds
237,Geraldton,AU,-28.7667,114.6,81.01,44,0,12.66,clear sky
238,Korem,ET,12.5058,39.5228,61.57,36,27,5.55,scattered clouds
239,Semirara,PH,12.0697,121.3986,81.91,76,97,12.33,heavy intensity rain
240,Laguna,US,38.421,-121.4238,53.15,68,100,6.91,overcast clouds
241,Adrar,MR,20.5022,-10.0711,67.6,30,0,11.01,clear sky
242,The Pas,CA,53.8251,-101.2541,24.82,63,75,16.11,broken clouds
243,Iquitos,PE,-3.7481,-73.2472,77.04,94,100,3.44,heavy intensity rain
244,Kristiansund,NO,63.1115,7.732,37.45,80,0,9.22,clear sky
245,Auki,SB,-8.7676,160.7034,85.46,64,41,1.81,scattered clouds
246,Baruun-Urt,MN,46.6806,113.2792,43.99,18,28,9.82,scattered clouds
247,Shaoyang,CN,27.2315,111.4525,67.53,65,100,6.35,overcast clouds
248,Omsukchan,RU,62.5333,155.8,13.69,87,100,8.16,overcast clouds
249,Flinders,AU,-34.5833,150.8552,73.06,64,10,4.45,clear sky
250,Nsanje,MW,-16.92,35.262,74.43,91,5,0.43,clear sky
251,Kokoda,PG,-8.8785,147.7407,82.8,82,99,4.25,overcast clouds
252,Dubreka,GN,9.7911,-13.5233,75.33,80,90,2.3,overcast clouds
253,Mahebourg,MU,-20.4081,57.7,82.26,78,75,13.8,broken clouds
254,Yumen,CN,40.2833,97.2,58.73,4,83,9.57,broken clouds
255,Melville,US,40.7934,-73.4151,61.68,74,0,13.8,clear sky
256,Paamiut,GL,61.994,-49.6678,25.92,89,94,20.89,overcast clouds
257,Manono,CD,-7.3,27.4167,70.75,86,98,2.48,overcast clouds
258,Tigil,RU,57.8,158.6667,27.46,90,100,8.32,light snow
259,Burnie,AU,-41.0667,145.9167,67.91,69,100,8.93,overcast clouds
260,Port Elizabeth,ZA,-33.918,25.5701,64.69,89,20,13.8,few clouds
261,Nong Chik,TH,6.8436,101.178,88.3,64,89,7.38,overcast clouds
262,Xuddur,SO,4.1213,43.8894,79.99,64,43,14.36,scattered clouds
263,Ambon,ID,-3.6954,128.1814,86.14,74,20,5.75,few clouds
264,Galle,LK,6.0367,80.217,85.3,68,70,6.38,broken clouds
265,Turukhansk,RU,65.8167,87.9833,32.61,100,100,7.34,light snow
266,Praia Da Vitoria,PT,38.7333,-27.0667,59.25,72,20,6.22,few clouds
267,Dauphin,CA,51.1494,-100.0502,24.94,96,100,23.02,overcast clouds
268,Codrington,AU,-38.2667,141.9667,75.2,31,100,5.88,light rain
269,Wanaka,NZ,-44.7,169.15,63.1,50,28,1.72,scattered clouds
270,Lompoc,US,34.6391,-120.4579,48.92,77,0,23.0,clear sky
271,Suhbaatar,MN,50.2314,106.2078,44.87,30,7,8.25,clear sky
272,Ola,RU,59.5833,151.2833,30.15,58,100,7.25,overcast clouds
